ds,y,trend,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat
1949-12-01,118,130.414713972606,-32.5796563171491,-32.5796563171491,-32.5796563171491,-32.5796563171491,-32.5796563171491,-32.5796563171491,0,0,0,68.1130299809086,126.029830083882,130.414713972606,130.414713972606,97.835057655457
1950-01-01,115,132.578069350276,-22.8340557516585,-22.8340557516585,-22.8340557516585,-22.8340557516585,-22.8340557516585,-22.8340557516585,0,0,0,81.2402626216263,138.47039397966,132.578069350276,132.578069350276,109.744013598618
1950-02-01,126,134.741424727947,-32.1221789985411,-32.1221789985411,-32.1221789985411,-32.1221789985411,-32.1221789985411,-32.1221789985411,0,0,0,72.2618925801101,128.093814511564,134.741424727947,134.741424727947,102.619245729406
1950-03-01,141,136.695423133585,0.589026321017242,0.589026321017242,0.589026321017242,0.589026321017242,0.589026321017242,0.589026321017242,0,0,0,108.194034706407,166.748768684083,136.695423133585,136.695423133585,137.284449454602
1950-04-01,135,138.85877854825,-6.07961724007934,-6.07961724007934,-6.07961724007934,-6.07961724007934,-6.07961724007934,-6.07961724007934,0,0,0,102.319854178726,163.281028847983,138.85877854825,138.85877854825,132.779161308171
1950-05-01,125,140.952348304378,-3.14161962720093,-3.14161962720093,-3.14161962720093,-3.14161962720093,-3.14161962720093,-3.14161962720093,0,0,0,108.436866521724,165.021944636637,140.952348304378,140.952348304378,137.810728677177
1950-06-01,149,143.115703719044,33.3545948270503,33.3545948270503,33.3545948270503,33.3545948270503,33.3545948270503,33.3545948270503,0,0,0,148.325088020793,204.492798811565,143.115703719044,143.115703719044,176.470298546094
1950-07-01,170,145.209273475172,70.7805783372632,70.7805783372632,70.7805783372632,70.7805783372632,70.7805783372632,70.7805783372632,0,0,0,186.290355319784,244.966695471162,145.209273475172,145.209273475172,215.989851812435
1950-08-01,170,147.372629145808,67.5732415853198,67.5732415853198,67.5732415853198,67.5732415853198,67.5732415853198,67.5732415853198,0,0,0,185.632198130628,244.161706407268,147.372629145808,147.372629145808,214.945870731128
1950-09-01,158,149.535984816444,16.4794264527865,16.4794264527865,16.4794264527865,16.4794264527865,16.4794264527865,16.4794264527865,0,0,0,139.525913302387,195.476979719318,149.535984816444,149.535984816444,166.01541126923
1950-10-01,133,151.629554820285,-22.1474929430796,-22.1474929430796,-22.1474929430796,-22.1474929430796,-22.1474929430796,-22.1474929430796,0,0,0,100.245924386813,157.476562026869,151.629554820285,151.629554820285,129.482061877206
1950-11-01,114,153.792910490922,-58.1468218234597,-58.1468218234597,-58.1468218234597,-58.1468218234597,-58.1468218234597,-58.1468218234597,0,0,0,67.620962425237,120.764086975673,153.792910490922,153.792910490922,95.6460886674619
1950-12-01,140,155.886480494763,-31.707113119405,-31.707113119405,-31.707113119405,-31.707113119405,-31.707113119405,-31.707113119405,0,0,0,96.0799081780971,153.953967164555,155.886480494763,155.886480494763,124.179367375358
1951-01-01,145,158.049836355467,-23.6337759927655,-23.6337759927655,-23.6337759927655,-23.6337759927655,-23.6337759927655,-23.6337759927655,0,0,0,107.121889732053,163.404285431934,158.049836355467,158.049836355467,134.416060362701
1951-02-01,150,160.21319221617,-33.3564638988297,-33.3564638988297,-33.3564638988297,-33.3564638988297,-33.3564638988297,-33.3564638988297,0,0,0,97.702841776101,155.256954817315,160.21319221617,160.21319221617,126.856728317341
1951-03-01,178,162.167191058096,1.7225850067649,1.7225850067649,1.7225850067649,1.7225850067649,1.7225850067649,1.7225850067649,0,0,0,133.524380786466,192.688674311736,162.167191058096,162.167191058096,163.889776064861
1951-04-01,163,164.3305469188,-6.95331940769293,-6.95331940769293,-6.95331940769293,-6.95331940769293,-6.95331940769293,-6.95331940769293,0,0,0,127.099419346915,187.676566006207,164.3305469188,164.3305469188,157.377227511107
1951-05-01,172,166.424117112694,-2.51200471738552,-2.51200471738552,-2.51200471738552,-2.51200471738552,-2.51200471738552,-2.51200471738552,0,0,0,133.681795899289,194.699061586471,166.424117112694,166.424117112694,163.912112395309
1951-06-01,178,168.587472979719,32.7766032302448,32.7766032302448,32.7766032302448,32.7766032302448,32.7766032302448,32.7766032302448,0,0,0,173.496562649701,227.102343276981,168.587472979719,168.587472979719,201.364076209964
1951-07-01,199,170.681043173613,71.014212569433,71.014212569433,71.014212569433,71.014212569433,71.014212569433,71.014212569433,0,0,0,213.332521682765,272.461795777853,170.681043173613,170.681043173613,241.695255743046
1951-08-01,199,172.844399040638,67.3035885348502,67.3035885348502,67.3035885348502,67.3035885348502,67.3035885348502,67.3035885348502,0,0,0,210.364804844463,269.666056943717,172.844399040638,172.844399040638,240.147987575488
1951-09-01,184,175.007754907662,16.6740104288465,16.6740104288465,16.6740104288465,16.6740104288465,16.6740104288465,16.6740104288465,0,0,0,160.57417064095,219.94083201254,175.007754907662,175.007754907662,191.681765336508
1951-10-01,162,177.101325292358,-22.3016576496728,-22.3016576496728,-22.3016576496728,-22.3016576496728,-22.3016576496728,-22.3016576496728,0,0,0,125.438744679365,182.373284657357,177.101325292358,177.101325292358,154.799667642685
1951-11-01,146,179.264681356543,-57.3876737384843,-57.3876737384843,-57.3876737384843,-57.3876737384843,-57.3876737384843,-57.3876737384843,0,0,0,93.2098580852812,151.16374921272,179.264681356543,179.264681356543,121.877007618059
1951-12-01,166,181.358251741239,-30.8632903644088,-30.8632903644088,-30.8632903644088,-30.8632903644088,-30.8632903644088,-30.8632903644088,0,0,0,122.22328863246,178.28963086754,181.358251741239,181.358251741239,150.49496137683
1952-01-01,171,183.521607805425,-24.466594853831,-24.466594853831,-24.466594853831,-24.466594853831,-24.466594853831,-24.466594853831,0,0,0,129.854804872065,186.655422588036,183.521607805425,183.521607805425,159.055012951594
1952-02-01,180,185.684963880103,-34.5664080967735,-34.5664080967735,-34.5664080967735,-34.5664080967735,-34.5664080967735,-34.5664080967735,0,0,0,122.371344130092,181.213081007791,185.684963880103,185.684963880103,151.11855578333
1952-03-01,193,187.708748595125,-1.68168642551438,-1.68168642551438,-1.68168642551438,-1.68168642551438,-1.68168642551438,-1.68168642551438,0,0,0,156.910203349651,214.29284997626,187.708748595125,187.708748595125,186.027062169611
1952-04-01,181,189.872104669804,-4.33591161864961,-4.33591161864961,-4.33591161864961,-4.33591161864961,-4.33591161864961,-4.33591161864961,0,0,0,157.931183189161,215.932273879028,189.872104669804,189.872104669804,185.536193051154
1952-05-01,183,191.965675064654,-4.37154033368701,-4.37154033368701,-4.37154033368701,-4.37154033368701,-4.37154033368701,-4.37154033368701,0,0,0,159.037329648517,216.165405100208,191.965675064654,191.965675064654,187.594134730967
1952-06-01,218,194.129031139333,34.4938887754236,34.4938887754236,34.4938887754236,34.4938887754236,34.4938887754236,34.4938887754236,0,0,0,199.775084129397,259.064007574165,194.129031139333,194.129031139333,228.622919914756
1952-07-01,230,196.222602275211,70.2751094593922,70.2751094593922,70.2751094593922,70.2751094593922,70.2751094593922,70.2751094593922,0,0,0,237.296224285168,293.989457288945,196.222602275211,196.222602275211,266.497711734603
1952-08-01,242,198.385959115618,68.0679871439104,68.0679871439104,68.0679871439104,68.0679871439104,68.0679871439104,68.0679871439104,0,0,0,239.757549084654,294.584332685955,198.385959115618,198.385959115618,266.453946259528
1952-09-01,209,200.549315956025,16.1052491843242,16.1052491843242,16.1052491843242,16.1052491843242,16.1052491843242,16.1052491843242,0,0,0,187.613189990545,243.764380683951,200.549315956025,200.549315956025,216.654565140349
1952-10-01,191,202.642887091903,-21.7843842837887,-21.7843842837887,-21.7843842837887,-21.7843842837887,-21.7843842837887,-21.7843842837887,0,0,0,153.166072048489,208.028349932285,202.642887091903,202.642887091903,180.858502808114
1952-11-01,172,204.80624393231,-59.5822696613529,-59.5822696613529,-59.5822696613529,-59.5822696613529,-59.5822696613529,-59.5822696613529,0,0,0,115.598131596272,175.545126657393,204.80624393231,204.80624393231,145.223974270957
1952-12-01,194,206.899816395133,-33.4797045559238,-33.4797045559238,-33.4797045559238,-33.4797045559238,-33.4797045559238,-33.4797045559238,0,0,0,145.043590972252,200.16522999581,206.899816395133,206.899816395133,173.420111839209
1953-01-01,196,209.063174606717,-22.068415140702,-22.068415140702,-22.068415140702,-22.068415140702,-22.068415140702,-22.068415140702,0,0,0,157.971117900386,214.518029849589,209.063174606717,209.063174606717,186.994759466015
1953-02-01,196,211.226532818301,-30.8648612605165,-30.8648612605165,-30.8648612605165,-30.8648612605165,-30.8648612605165,-30.8648612605165,0,0,0,153.068106498907,209.22164895787,211.226532818301,211.226532818301,180.361671557785
1953-03-01,236,213.180533783603,-0.546077174785261,-0.546077174785261,-0.546077174785261,-0.546077174785261,-0.546077174785261,-0.546077174785261,0,0,0,183.704104196805,240.485050825218,213.180533783603,213.180533783603,212.634456608818
1953-04-01,235,215.349624791298,-5.20696806233906,-5.20696806233906,-5.20696806233906,-5.20696806233906,-5.20696806233906,-5.20696806233906,0,0,0,181.839053303996,238.176441677498,215.349624791298,215.349624791298,210.142656728959
1953-05-01,229,217.448745121325,-3.7616899290946,-3.7616899290946,-3.7616899290946,-3.7616899290946,-3.7616899290946,-3.7616899290946,0,0,0,183.852679793177,242.655452342887,217.448745121325,217.448745121325,213.687055192231
1953-06-01,243,219.617836129021,33.926997418474,33.926997418474,33.926997418474,33.926997418474,33.926997418474,33.926997418474,0,0,0,225.008833239118,281.804534641036,219.617836129021,219.617836129021,253.544833547495
1953-07-01,264,221.716956459048,70.5341154603712,70.5341154603712,70.5341154603712,70.5341154603712,70.5341154603712,70.5341154603712,0,0,0,263.555363255766,319.550980972075,221.716956459048,221.716956459048,292.251071919419
1953-08-01,272,223.886047466743,67.8282373429368,67.8282373429368,67.8282373429368,67.8282373429368,67.8282373429368,67.8282373429368,0,0,0,259.912792022045,319.501080970698,223.886047466743,223.886047466743,291.71428480968
1953-09-01,237,226.18084812596,16.2900217869488,16.2900217869488,16.2900217869488,16.2900217869488,16.2900217869488,16.2900217869488,0,0,0,213.598026180727,270.930209412396,226.18084812596,226.18084812596,242.470869912908
1953-10-01,211,228.401622957459,-21.9749277379735,-21.9749277379735,-21.9749277379735,-21.9749277379735,-21.9749277379735,-21.9749277379735,0,0,0,178.632749580981,235.995177167682,228.401622957459,228.401622957459,206.426695219486
1953-11-01,180,230.696423616676,-58.878689673014,-58.878689673014,-58.878689673014,-58.878689673014,-58.878689673014,-58.878689673014,0,0,0,142.2950636242,201.409602101515,230.696423616676,230.696423616676,171.817733943662
1953-12-01,201,232.917198448176,-32.5796563171474,-32.5796563171474,-32.5796563171474,-32.5796563171474,-32.5796563171474,-32.5796563171474,0,0,0,172.409028412528,229.286802330537,232.917198448176,232.917198448176,200.337542131028
1954-01-01,204,235.397816713804,-22.8340557516592,-22.8340557516592,-22.8340557516592,-22.8340557516592,-22.8340557516592,-22.8340557516592,0,0,0,184.350753034362,241.256396716712,235.397816713804,235.397816713804,212.563760962144
1954-02-01,188,237.878434979432,-32.1221789985403,-32.1221789985403,-32.1221789985403,-32.1221789985403,-32.1221789985403,-32.1221789985403,0,0,0,175.714616606053,235.185971825497,237.878434979432,237.878434979432,205.756255980891
1954-03-01,235,240.118993412902,0.58902632101871,0.58902632101871,0.58902632101871,0.58902632101871,0.58902632101871,0.58902632101871,0,0,0,211.099650166265,269.202363846085,240.118993412902,240.118993412902,240.708019733921
1954-04-01,227,242.59961167853,-6.07961724008118,-6.07961724008118,-6.07961724008118,-6.07961724008118,-6.07961724008118,-6.07961724008118,0,0,0,208.625586338896,267.71237398774,242.59961167853,242.59961167853,236.519994438449
1954-05-01,234,245.000210000106,-3.14161962719911,-3.14161962719911,-3.14161962719911,-3.14161962719911,-3.14161962719911,-3.14161962719911,0,0,0,214.477623838047,271.333581202494,245.000210000106,245.000210000106,241.858590372907
1954-06-01,264,247.718484804315,33.3545948270484,33.3545948270484,33.3545948270484,33.3545948270484,33.3545948270484,33.3545948270484,0,0,0,252.795370869105,310.131907582732,247.718484804315,247.718484804315,281.073079631363
1954-07-01,302,250.349073324517,70.7805783372645,70.7805783372645,70.7805783372645,70.7805783372645,70.7805783372645,70.7805783372645,0,0,0,293.466005998807,350.293204543245,250.349073324517,250.349073324517,321.129651661781
1954-08-01,293,253.067348128726,67.5732415853181,67.5732415853181,67.5732415853181,67.5732415853181,67.5732415853181,67.5732415853181,0,0,0,293.021330506899,348.511726339275,253.067348128726,253.067348128726,320.640589714044
1954-09-01,259,255.785622932935,16.4794264527871,16.4794264527871,16.4794264527871,16.4794264527871,16.4794264527871,16.4794264527871,0,0,0,244.39128152313,301.468970841439,255.785622932935,255.785622932935,272.265049385722
1954-10-01,229,258.633879032933,-22.1474929430798,-22.1474929430798,-22.1474929430798,-22.1474929430798,-22.1474929430798,-22.1474929430798,0,0,0,208.476975584246,265.47510584882,258.633879032933,258.633879032933,236.486386089853
1954-11-01,203,261.577077002931,-58.1468218234602,-58.1468218234602,-58.1468218234602,-58.1468218234602,-58.1468218234602,-58.1468218234602,0,0,0,174.746115454549,232.671927699937,261.577077002931,261.577077002931,203.43025517947
1954-12-01,229,264.425333102929,-31.7071131194026,-31.7071131194026,-31.7071131194026,-31.7071131194026,-31.7071131194026,-31.7071131194026,0,0,0,204.154890999235,262.933722754089,264.425333102929,264.425333102929,232.718219983526
1955-01-01,242,267.368531072927,-23.633775992766,-23.633775992766,-23.633775992766,-23.633775992766,-23.633775992766,-23.633775992766,0,0,0,213.836938000762,269.849290861861,267.368531072927,267.368531072927,243.734755080161
1955-02-01,233,270.311729042925,-33.3564638988319,-33.3564638988319,-33.3564638988319,-33.3564638988319,-33.3564638988319,-33.3564638988319,0,0,0,209.574529375753,266.589094434961,270.311729042925,270.311729042925,236.955265144093
1955-03-01,267,273.098981797821,1.72258500676351,1.72258500676351,1.72258500676351,1.72258500676351,1.72258500676351,1.72258500676351,0,0,0,245.422554362793,305.190205014871,273.098981797821,273.098981797821,274.821566804584
1955-04-01,269,276.184868776455,-6.95331940769389,-6.95331940769389,-6.95331940769389,-6.95331940769389,-6.95331940769389,-6.95331940769389,0,0,0,242.318785645318,296.284900556196,276.184868776455,276.184868776455,269.231549368762
1955-05-01,270,279.171211013844,-2.51200471738424,-2.51200471738424,-2.51200471738424,-2.51200471738424,-2.51200471738424,-2.51200471738424,0,0,0,246.897672466226,303.717553992023,279.171211013844,279.171211013844,276.65920629646
1955-06-01,315,282.257097992479,32.7766032302429,32.7766032302429,32.7766032302429,32.7766032302429,32.7766032302429,32.7766032302429,0,0,0,288.050375581325,345.962162870505,282.257097992479,282.257097992479,315.033701222722
1955-07-01,364,285.243440229868,71.0142125694332,71.0142125694332,71.0142125694332,71.0142125694332,71.0142125694332,71.0142125694332,0,0,0,328.884107414704,383.880479601179,285.243440229868,285.243440229868,356.257652799301
1955-08-01,347,288.366047654208,67.3035885348482,67.3035885348482,67.3035885348482,67.3035885348482,67.3035885348482,67.3035885348482,0,0,0,327.081935710364,385.697976830384,288.366047654208,288.366047654208,355.669636189056
1955-09-01,312,291.488655078548,16.6740104288485,16.6740104288485,16.6740104288485,16.6740104288485,16.6740104288485,16.6740104288485,0,0,0,280.822589910481,335.609169740348,291.488655078548,291.488655078548,308.162665507397
1955-10-01,274,294.510533231136,-22.3016576496733,-22.3016576496733,-22.3016576496733,-22.3016576496733,-22.3016576496733,-22.3016576496733,0,0,0,244.678053650079,301.408815561007,294.510533231136,294.510533231136,272.208875581463
1955-11-01,237,297.633140655476,-57.3876737384838,-57.3876737384838,-57.3876737384838,-57.3876737384838,-57.3876737384838,-57.3876737384838,0,0,0,212.374382428132,267.851622285775,297.633140655476,297.633140655476,240.245466916993
1955-12-01,278,300.655018837384,-30.8632903644086,-30.8632903644086,-30.8632903644086,-30.8632903644086,-30.8632903644086,-30.8632903644086,0,0,0,241.206485911545,296.770872612983,300.655018837384,300.655018837384,269.791728472976
1956-01-01,284,303.777626292022,-24.4665948538306,-24.4665948538306,-24.4665948538306,-24.4665948538306,-24.4665948538306,-24.4665948538306,0,0,0,249.010117633575,306.992438412372,303.777626292022,303.777626292022,279.311031438191
1956-02-01,277,306.90023374666,-34.5664080967746,-34.5664080967746,-34.5664080967746,-34.5664080967746,-34.5664080967746,-34.5664080967746,0,0,0,242.698938541916,303.733999918759,306.90023374666,306.90023374666,272.333825649885
1956-03-01,317,309.821382655838,-1.68168642551221,-1.68168642551221,-1.68168642551221,-1.68168642551221,-1.68168642551221,-1.68168642551221,0,0,0,279.632451253844,336.444631994,309.821382655838,309.821382655838,308.139696230325
1956-04-01,313,312.943990110476,-4.33591161865125,-4.33591161865125,-4.33591161865125,-4.33591161865125,-4.33591161865125,-4.33591161865125,0,0,0,280.658189584394,337.132854765389,312.943990110476,312.943990110476,308.608078491824
1956-05-01,318,315.965868311784,-4.37154033369005,-4.37154033369005,-4.37154033369005,-4.37154033369005,-4.37154033369005,-4.37154033369005,0,0,0,281.905549165003,342.702993235996,315.965868311784,315.965868311784,311.594327978094
1956-06-01,374,319.08847578647,34.4938887754261,34.4938887754261,34.4938887754261,34.4938887754261,34.4938887754261,34.4938887754261,0,0,0,323.975562881424,383.127777481554,319.08847578647,319.08847578647,353.582364561896
1956-07-01,413,322.110353987779,70.2751094593943,70.2751094593943,70.2751094593943,70.2751094593943,70.2751094593943,70.2751094593943,0,0,0,365.805966188255,421.315244028994,322.110353987779,322.110353987779,392.385463447174
1956-08-01,405,325.232961462465,68.067987143911,68.067987143911,68.067987143911,68.067987143911,68.067987143911,68.067987143911,0,0,0,364.689899187156,421.959403618647,325.232961462465,325.232961462465,393.300948606376
1956-09-01,355,328.355568908111,16.1052491843231,16.1052491843231,16.1052491843231,16.1052491843231,16.1052491843231,16.1052491843231,0,0,0,318.039293574961,374.142190855917,328.355568908111,328.355568908111,344.460818092434
1956-10-01,306,331.377447081316,-21.7843842837881,-21.7843842837881,-21.7843842837881,-21.7843842837881,-21.7843842837881,-21.7843842837881,0,0,0,282.298360240976,337.658267533555,331.377447081316,331.377447081316,309.593062797528
1956-11-01,271,334.500054526961,-59.5822696613524,-59.5822696613524,-59.5822696613524,-59.5822696613524,-59.5822696613524,-59.5822696613524,0,0,0,245.135932853344,302.950686609494,334.500054526961,334.500054526961,274.917784865609
1956-12-01,306,337.521932700167,-33.4797045559228,-33.4797045559228,-33.4797045559228,-33.4797045559228,-33.4797045559228,-33.4797045559228,0,0,0,275.927194370765,332.154320774884,337.521932700167,337.521932700167,304.042228144244
1957-01-01,315,340.644540145812,-22.0684151407012,-22.0684151407012,-22.0684151407012,-22.0684151407012,-22.0684151407012,-22.0684151407012,0,0,0,290.844614101615,347.429878814918,340.644540145812,340.644540145812,318.576125005111
1957-02-01,301,343.76714762478,-30.8648612605195,-30.8648612605195,-30.8648612605195,-30.8648612605195,-30.8648612605195,-30.8648612605195,0,0,0,284.326845677634,344.68171836157,343.76714762478,343.76714762478,312.902286364261
1957-03-01,356,346.587567283203,-0.546077174784498,-0.546077174784498,-0.546077174784498,-0.546077174784498,-0.546077174784498,-0.546077174784498,0,0,0,315.558976970251,374.128633784833,346.587567283203,346.587567283203,346.041490108418
1957-04-01,348,349.710174762171,-5.20696806234008,-5.20696806234008,-5.20696806234008,-5.20696806234008,-5.20696806234008,-5.20696806234008,0,0,0,316.797511095677,376.072310542905,349.710174762171,349.710174762171,344.503206699831
1957-05-01,355,352.732052967624,-3.76168992909371,-3.76168992909371,-3.76168992909371,-3.76168992909371,-3.76168992909371,-3.76168992909371,0,0,0,320.835459546337,377.551569465514,352.732052967624,352.732052967624,348.97036303853
1957-06-01,422,355.854660429837,33.926997418473,33.926997418473,33.926997418473,33.926997418473,33.926997418473,33.926997418473,0,0,0,359.777909858249,418.009303714533,355.854660429837,355.854660429837,389.78165784831
1957-07-01,465,358.876538619076,70.5341154603733,70.5341154603733,70.5341154603733,70.5341154603733,70.5341154603733,70.5341154603733,0,0,0,399.367664534734,461.336206130437,358.876538619076,358.876538619076,429.410654079449
1957-08-01,467,361.999146081289,67.8282373429377,67.8282373429377,67.8282373429377,67.8282373429377,67.8282373429377,67.8282373429377,0,0,0,402.761833335473,457.729623018375,361.999146081289,361.999146081289,429.827383424227
1957-09-01,404,365.121753543502,16.2900217869494,16.2900217869494,16.2900217869494,16.2900217869494,16.2900217869494,16.2900217869494,0,0,0,353.084000406464,410.246147816225,365.121753543502,365.121753543502,381.411775330452
1957-10-01,347,368.143631732741,-21.9749277379726,-21.9749277379726,-21.9749277379726,-21.9749277379726,-21.9749277379726,-21.9749277379726,0,0,0,315.963721599646,375.439566942364,368.143631732741,368.143631732741,346.168703994768
1957-11-01,305,371.266239229476,-58.8786896730151,-58.8786896730151,-58.8786896730151,-58.8786896730151,-58.8786896730151,-58.8786896730151,0,0,0,284.760629781348,344.731061522914,371.266239229476,371.266239229476,312.387549556461
1957-12-01,336,374.288117452124,-32.579656317148,-32.579656317148,-32.579656317148,-32.579656317148,-32.579656317148,-32.579656317148,0,0,0,313.63693282216,370.191906387077,374.288117452124,374.288117452124,341.708461134976
1958-01-01,340,377.41072494886,-22.8340557516593,-22.8340557516593,-22.8340557516593,-22.8340557516593,-22.8340557516593,-22.8340557516593,0,0,0,326.689715048089,383.065643206232,377.41072494886,377.41072494886,354.5766691972
1958-02-01,318,380.533332445595,-32.1221789985412,-32.1221789985412,-32.1221789985412,-32.1221789985412,-32.1221789985412,-32.1221789985412,0,0,0,321.13590166209,377.270148337633,380.533332445595,380.533332445595,348.411153447054
1958-03-01,362,383.35375216038,0.58902632102101,0.58902632102101,0.58902632102101,0.58902632102101,0.58902632102101,0.58902632102101,0,0,0,354.19269103541,411.532254896196,383.35375216038,383.35375216038,383.942778481401
1958-04-01,348,386.476359701749,-6.07961724008062,-6.07961724008062,-6.07961724008062,-6.07961724008062,-6.07961724008062,-6.07961724008062,0,0,0,351.485928190801,409.091628212939,386.476359701749,386.476359701749,380.396742461668
1958-05-01,363,389.49823796759,-3.14161962719821,-3.14161962719821,-3.14161962719821,-3.14161962719821,-3.14161962719821,-3.14161962719821,0,0,0,358.115696589038,414.618107295764,389.49823796759,389.49823796759,386.356618340391
1958-06-01,435,392.620845508958,33.3545948270499,33.3545948270499,33.3545948270499,33.3545948270499,33.3545948270499,33.3545948270499,0,0,0,397.85133658025,455.108178629365,392.620845508958,392.620845508958,425.975440336008
1958-07-01,491,395.642723774799,70.7805783372635,70.7805783372635,70.7805783372635,70.7805783372635,70.7805783372635,70.7805783372635,0,0,0,437.774892657425,497.704217365782,395.642723774799,395.642723774799,466.423302112063
1958-08-01,505,398.765332385176,67.5732415853183,67.5732415853183,67.5732415853183,67.5732415853183,67.5732415853183,67.5732415853183,0,0,0,436.001629820789,494.748330639427,398.765332385176,398.765332385176,466.338573970495
1958-09-01,404,401.887940995554,16.4794264527825,16.4794264527825,16.4794264527825,16.4794264527825,16.4794264527825,16.4794264527825,0,0,0,388.518010957788,445.603173727848,401.887940995554,401.887940995554,418.367367448336
1958-10-01,359,404.909820295919,-22.1474929430801,-22.1474929430801,-22.1474929430801,-22.1474929430801,-22.1474929430801,-22.1474929430801,0,0,0,354.51009210925,410.338022215487,404.909820295919,404.909820295919,382.762327352839
1958-11-01,310,408.032428906296,-58.1468218234595,-58.1468218234595,-58.1468218234595,-58.1468218234595,-58.1468218234595,-58.1468218234595,0,0,0,321.905956334227,377.79271068311,408.032428906296,408.032428906296,349.885607082837
1958-12-01,337,411.054308206661,-31.7071131194027,-31.7071131194027,-31.7071131194027,-31.7071131194027,-31.7071131194027,-31.7071131194027,0,0,0,352.64493836409,408.003591956478,411.054308206661,411.054308206661,379.347195087258
1959-01-01,360,414.176916817038,-23.6337759927643,-23.6337759927643,-23.6337759927643,-23.6337759927643,-23.6337759927643,-23.6337759927643,0,0,0,362.656958406843,421.141594053433,414.176916817038,414.176916817038,390.543140824274
1959-02-01,342,417.299525427416,-33.3564638988311,-33.3564638988311,-33.3564638988311,-33.3564638988311,-33.3564638988311,-33.3564638988311,0,0,0,356.736376816787,412.047839642152,417.299525427416,417.299525427416,383.943061528585
1959-03-01,406,420.119946107756,1.72258500676372,1.72258500676372,1.72258500676372,1.72258500676372,1.72258500676372,1.72258500676372,0,0,0,392.792410542704,450.25151748085,420.119946107756,420.119946107756,421.84253111452
1959-04-01,396,423.242554718134,-6.95331940769414,-6.95331940769414,-6.95331940769414,-6.95331940769414,-6.95331940769414,-6.95331940769414,0,0,0,386.322042608065,445.236869898389,423.242554718134,423.242554718134,416.28923531044
1959-05-01,420,426.264434018499,-2.5120047173849,-2.5120047173849,-2.5120047173849,-2.5120047173849,-2.5120047173849,-2.5120047173849,0,0,0,395.758918536546,451.173028114152,426.264434018499,426.264434018499,423.752429301114
1959-06-01,472,429.387042628876,32.7766032302439,32.7766032302439,32.7766032302439,32.7766032302439,32.7766032302439,32.7766032302439,0,0,0,433.951088417287,492.979840433044,429.387042628876,429.387042628876,462.16364585912
1959-07-01,548,432.408921929241,71.0142125694345,71.0142125694345,71.0142125694345,71.0142125694345,71.0142125694345,71.0142125694345,0,0,0,475.948802596,531.341346499571,432.408921929241,432.408921929241,503.423134498675
